,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
2228,Abricots demi-fruits au sirop léer - Del Monte - 420 ,-3,a,256.0,0.0,12.0,0.6,0.4,0.07
2229,Soya. Calcium. - Provamel - 250 ml,-2,a,188.0,0.4,2.4,0.6,3.7,0.15
2230,Soya. Vanilla. - Provamel - 1 L,-1,a,226.0,0.3,5.7,0.6,3.3,0.14
2231,Jäer-Schnitzel - Knorr - 47,-2,a,470.0,1.6,0.6,0.6,13.0,0.41
2232,Bio Sojadrink Unesüßt - take it veie - 1l,-2,a,172.0,0.5,0.8,0.6,3.9,0.03
2233,Ananas en morceaux - Del monte quality - 230,-5,a,155.0,0.0,4.1,0.6,1.0,0.0
2234,Soya Omea 3 - Provamel - 1L,-2,a,226.0,0.7,3.3,0.6,3.7,0.13
2235,Frucht-Cocktail - Libby's,-2,a,299.0,0.1,16.4,0.6,0.4,0.01
2236,Soya Drink Nature - Provamel - 500 ml,-2,a,146.0,0.4,0.0,0.6,3.7,0.04
2237,Boisson bioloique à base d'amande sans sucres - Provamel - 1 l.,0,b,118.0,0.2,0.1,0.6,1.0,0.09
2238,emüsesaft - Alnatura - 500 ml,-2,b,80.0,0.1,3.3,0.6,0.9,0.65
2239,Soya Drink Banana - Alpro - 1l,0,b,243.0,0.3,5.9,0.6,3.0,0.2
2240,Winterliche emüsesuppe - Mai - eribt 750 ml,2,b,108.0,0.1,0.6,0.6,0.8,0.64
2241,Aptamil HA1 - Milupa - 800,2,b,285.0,1.6,7.3,0.6,1.6,0.0
2242,Soja cuisine - Alnatura - 200ml,1,b,711.0,1.9,3.1,0.6,3.4,0.13
2243,Smelk HAFERLIEBE Klassik - kölln - 1 L,0,b,188.0,0.2,4.4,0.6,0.72,0.1
2244,Cookin Soya - alpro - 250,1,b,587.0,1.6,1.2,0.6,2.0,0.14
2245,Fruchtjohurt Heidelbeere - K-CLASSIC - 150 ,2,b,335.0,0.1,16.0,0.6,2.4,0.1
2246,Bio-Haferetränk - Kölln - 1l,0,b,184.0,0.2,4.5,0.6,0.7,0.1
2247,Bio-Hafer-Drink - SPAR Österreich - 1l,0,b,176.0,0.1,4.5,0.6,0.7,0.08
2248,Schwarzer Johannisbeersaft - dm Bio - 330 ml,0,b,134.0,0.0,7.5,0.6,0.4,0.0
2249,Filero Bier-Backtei - ilo - 240 ,2,b,1016.0,1.0,0.6,0.6,12.0,1.1
2250,Chicken Nuets im Backtei - ilo - 230 ,2,b,993.0,1.6,0.5,0.6,13.0,0.95
2251,Hafercreme Cuisine - Alnatura - 200 ml,1,b,400.0,0.9,1.0,0.6,0.7,0.1
2252,Almond. - Provamel - 250 ml,0,b,160.0,0.2,2.2,0.6,1.0,0.01
2253,Dinkel cuisine - Natumi - 200 ml,1,b,356.0,0.9,0.1,0.6,1.0,0.1
2254,Soja Creme Cuisine - dm Bio - 200ml,1,b,408.0,1.1,0.9,0.6,2.2,0.13
2255,Mandel Drink Unesüßt - Allos - 1 l,0,b,113.0,0.2,0.0,0.6,0.8,0.1
2256,Hafer/mandel - Natumi - 1 l,0,b,243.0,0.3,5.7,0.6,1.8,0.06
2257,K Take It Veie Bio Hafer Drink - Kaufland - 1l,0,b,176.0,0.5,4.5,0.6,0.7,0.08
2258,Hühnernudeltopf mit Muschelnudeln - K-classic - 800,2,b,222.0,0.7,0.3,0.6,2.9,0.8
2259,Hafer Cuisine - Natumi - 200 ml,2,b,385.0,1.8,0.9,0.6,0.6,0.1
2260,Waldpitz Suppe - Knorr - 57,2,b,188.0,0.9,2.4,0.6,2.0,0.7
2261,Limette-Zitrone - alpro - 500,0,b,323.0,0.3,9.7,0.6,3.6,0.21
2262,ulasch Fix - Knorr - 51 ,1,b,510.0,2.0,1.5,0.6,13.0,0.93
2263,Ravioli mit pikanter Fleischsause - real Quality - 800 ,2,b,318.0,0.2,2.3,0.6,3.0,0.8
2264,Bio Johurt auf Frucht Blaubeere-Cassis - Söbbeke - 200 ,2,b,416.0,2.0,13.0,0.6,3.8,0.12
2265,Filero Ofen-Backfisch - ilo - 240 ,4,c,1016.0,1.1,0.6,0.6,11.0,1.2
2266,Omi‘s Hühner-Suppentopf mit Muschelnudeln - Buss - 800,3,c,201.0,0.2,0.3,0.6,2.9,1.0
2267,Kokosöl - ener Bio - 200,10,c,3766.0,0.8,0.0,0.6,0.0,0.03
2268,Heiße Tasse Tomate-Mozzarella - Erasco - 150ml,3,c,214.0,1.0,3.7,0.6,1.1,0.84
2269,"Jourt mild mit Burcher Müsli-Zubereitun 3,5% Fett - Landfein - 250 ",3,c,431.0,2.2,12.3,0.6,3.4,0.08
2270,6 Jäer-Hackbällchen in herzhafter Sauce - Erasco - 790 ,6,c,462.0,3.0,0.9,0.6,4.9,1.4
2271,Arandanos tres chocolates - Landfein - 200,4,c,464.0,1.7,15.2,0.6,2.9,0.1
2272,"Crema con ""Aceto balsamico di Modena"" - Dm Bio",6,c,1004.0,0.0,43.0,0.6,1.0,0.12
2273,Philadelphia Schnittlauch - 175 ,10,c,626.0,7.1,5.0,0.6,7.4,1.25
2274,Soße zu Braten - efro - 400 ,6,c,130.0,0.2,1.8,0.6,1.3,1.47
2275,Flammekueche - Escal - 260 ,7,c,931.0,4.7,3.0,0.6,6.1,1.0
2276,Liquria - Hawesta - 200 ,4,c,741.0,2.2,1.1,0.6,13.0,1.295
2277,Crema Con Aceto Balsamico Di Modena A - Dm - 250 ml,9,c,1004.0,0.0,43.0,0.6,1.0,0.12
2278,ésiers de canard cuits dans la raisse de canard - Carrefour - 410 ,4,c,703.0,2.2,0.0,0.6,28.0,1.3
2279,Blumenkohl Brokkoli Suppe - Knorr - 52 ,5,c,502.0,1.6,1.2,0.6,0.9,0.68
2280,Spahetti Käse-Sahne-Sauce - K-Classic - 59 ,5,c,381.0,1.3,1.4,0.6,2.7,1.1
2281,Hipp Himbeer Reiswaffeln - 30 ,4,c,1632.0,0.1,16.2,0.6,6.2,0.1
2282,wellmix sport - Rossman - 35,16,d,1623.0,6.0,26.0,0.6,32.0,0.5
2283,Remoulade - Thomy - 200 ml,18,d,2240.0,5.9,5.3,0.6,1.1,1.5
2284,Thomy ourmet Remoulade - 200 ml,18,d,2240.0,5.9,5.3,0.6,1.1,1.5
2285,Protein bar - Power System - 45,16,d,1632.0,6.2,23.0,0.6,35.0,0.3
2286,Olives vertes entières - Crespo - 354 ,14,d,812.0,2.9,0.4,0.6,1.3,2.8
2287,arnelen mit Chilisoße - ovenfish - 300 ,16,d,1004.0,7.8,5.4,0.6,7.3,1.37
2288,Oreo Minis White - Milka - 153 ,27,e,2306.0,18.0,55.0,0.6,4.6,0.41
2289,Toblerone - 100 ,26,e,2209.0,17.0,60.0,0.6,5.6,0.12
2290,Cappucino choco - Jacobs,14,e,222.0,0.8,8.0,0.6,1.8,0.16
2291,"KitKat White - 41,5",27,e,2167.0,14.1,51.4,0.6,8.2,0.33
2292,"Kaktus 4 Friends, Erdbeer - Nestlé - 86 , 90 ml",19,e,1243.0,14.0,30.0,0.6,0.5,0.01
2293,Mini saucisses de Berne - K-CLASSIC - 250 ,20,e,1155.0,10.0,0.5,0.6,14.2,1.9
2294,Thomy Rot/Weiß - 200 ml,19,e,1816.0,4.1,13.0,0.6,1.2,1.9
2295,Friya Basil Seeds - 200 ml ℮,10,e,142.0,0.1,6.8,0.6,0.4,0.03
2296,Bâtonnets à la manue et sauce à la framboise - Häaen-Dazs - 210  (3 x 70),20,e,1414.0,13.7,29.5,0.6,3.9,0.1
2297,coco juice - Dr. Antonio Martins - 330 ml,-4,b,79.1,0.0,2.61,0.606,0.697,0.261
2298,5 Minuten Terrine - Mai - 50,5,c,373.0,2.17,0.708,0.625,2.58,0.875
2299,Lion 2 O - Nestle - 132 ,22,e,1891.0,6.1,42.0,0.64,8.4,0.55
2300,"Innocent Direktsaft - 1,35L",2,c,155.0,0.1,7.8,0.65,0.7,0.01
2301,Mayonnaise Ketchup Ketch & Co - Thomy - 190 ,19,e,1680.0,6.0,12.0,0.667,1.33,1.69
2302,"Birne, Bannane & Feie mit Chai - innocent - 250ml",14,e,236.0,0.0,11.6,0.68,0.0,0.0
2303,Schlemmer-Filet Picante - ilo - 380 ,-2,a,307.0,0.2,1.9,0.7,9.5,0.93
2304,"Del monte, pineapple chunks its own juice - 560",-3,a,264.0,0.0,12.3,0.7,0.4,0.021
2305,Fat-Free reek Yourt - Ehrmann,-1,a,389.0,0.0,10.67,0.7,7.33,0.082
2306,K Classic - 480,-3,a,251.0,0.0,13.0,0.7,0.5,0.02
2307,Soja Drink - Hofut Storzeln - 1 L,-2,a,180.0,0.3,0.8,0.7,4.1,0.03
2308,Soja Drink - Hofut Storzeln - 1 l,-2,a,179.0,0.4,0.8,0.7,4.1,0.06
2309,Spitzen-Lankorn-Reis - Uncle Ben's - 250,0,b,556.0,0.1,0.5,0.7,2.7,0.1
2310,Soya Cuisine - Provamel - 750 ml (3x250 ml),2,b,770.0,2.0,2.0,0.7,3.0,0.14
2311,"Luve Drink Schokolade - 0,5 l",2,b,331.0,3.2,4.3,0.7,2.0,0.11
2312,Spahetti Bolonese - Mai - 800,1,b,381.0,0.7,2.5,0.7,7.0,1.1
2313,Fix ulasch - Knorr - 46 ,0,b,145.0,3.0,1.9,0.7,12.0,0.82
2314,Bio Haferdrink Kakao - kaufland - 1 l,1,b,189.0,0.2,7.9,0.7,0.5,0.11
2315,Köy Eriştesi - azioğlü Çler - 350 ,2,b,1356.0,0.6,0.0,0.7,10.0,0.686
2316,Riso Arborio allo 1 K,0,b,1456.0,0.3,0.2,0.7,6.9,0.0
2317,Mandel Drink unesüsst - Alnatura - 1 l,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2318,Schlemmerfilet à la Bordelaise Knuspri Kross - ilo - 380 ,1,b,729.0,0.8,0.9,0.7,11.0,1.1
2319,Mandel Drink Natur - dm Bio - 1 l,0,b,143.0,0.3,0.5,0.7,1.1,0.14
2320,Mandel Drink natur - dm Bio - 1 l,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2321,Mandel Drink unesüßt - Alnatura - 1 L,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2322,Tomatensaft - dmBio - 0.5 l,-3,b,70.0,0.1,2.8,0.7,1.0,0.63
2323,Kartoffel Hähnchen Salat - K-to o - 350 ,2,b,586.0,1.2,4.4,0.7,4.3,0.53
2324,Jus de tomate bio - Bio Sonne - 1 l,-3,b,76.0,0.0,2.9,0.7,0.8,0.6
2325,Mandel Drink Natur - Dm Bio,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2326,Velouté de Potiron - Liebi - 750ml,2,b,121.0,0.4,2.2,0.7,0.4,0.67
2327,Lon rain 2 Minute Rice - Uncle Ben's - 4pcs,0,b,612.0,0.1,0.5,0.7,2.7,0.01
2328,Boisson à l'amande non sucrée - Alnatura - 1 l,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2329,Mandel drink Natur - DM Bio,0,b,146.0,0.3,0.5,0.7,1.1,0.14
2330,Schlemmer-Filet à la Bordelaise Leicht & Lecker - ilo - 380 ,0,b,583.0,0.5,1.1,0.7,11.0,1.1
2331,Filero Backfisch-Happen - ilo - 245 ,1,b,969.0,0.8,0.6,0.7,9.7,1.1
2332,Filero Hausmachert Art - ilo - 250 ,2,b,906.0,0.9,0.6,0.7,13.0,1.3
2333,Hafer drink schoko - Alnatura,1,b,201.0,0.3,5.4,0.7,0.8,0.11
2334,reek yourt - Ehrmann,1,b,531.0,0.0,20.0,0.7,7.33,0.092
2335,Mai Nudel-Snack Chili,2,b,322.0,1.6,0.6,0.7,2.0,0.59
2336,Zerup Hazelnut - Frankys Bakery - 425 ml,0,b,13.0,0.0,0.0,0.7,0.0,0.02
2337,Zuckermais voreart - Alnatura - 400 ,1,b,395.0,0.3,6.3,0.7,2.5,0.03
2338,"Himbeer Reiswaffeln, lutenfrei - dmBio - 35 ",2,b,1551.0,0.3,12.3,0.7,7.2,0.018
2339,Pazifischer Polardorsch Serbische Art - Ilo - 300 ,0,b,682.0,0.7,0.8,0.7,14.0,0.81
2340,Yaourt Breakfast Soja Vanille - Provamel - 750,0,b,314.0,0.4,9.6,0.7,3.5,0.16
2341,Risotto mit Tomaten - Italia - 250  (2 x 125 ),5,c,494.0,0.1,2.4,0.7,2.7,1.321
2342,Philadelphia Kräuter Balance - 175 ,8,c,590.0,6.7,5.2,0.7,7.1,0.98
2343,Penne Tomate-Mozzarella - Mai - 810,3,c,296.0,0.9,1.7,0.7,2.3,0.93
2344,Ravioli in pikanter  Sauce - Mai - 800,6,c,1112.0,1.2,1.6,0.7,3.4,0.925
2345,Saucy Noodles - Mai - 75,5,c,485.0,2.7,2.4,0.7,2.2,0.8
2346,Köttbullar eflüel - Dafårds - 500 ,4,c,861.0,1.8,0.9,0.7,15.0,1.5
2347,Buss - 400 ml,5,c,174.0,0.1,5.5,0.7,1.1,1.0
2348,Knoblauchsauce - Classic - 300ml,7,c,1619.0,2.4,9.0,0.7,1.0,1.23
2349,Soja Drink Naturell - Aldi Süd - 1l,5,c,180.0,0.3,0.8,0.7,4.1,0.04
2350,Heisse Tasse Tomaten Creme - Erasco - 84 ,5,c,264.0,1.0,5.0,0.7,1.1,1.0
2351,Cuisine soya - Provamel - 250ml,3,c,787.0,2.1,2.0,0.7,3.0,0.1
2352,Kartoffel-Lauch Cremesuppe - Alnatura - 58,5,c,142.0,0.4,1.2,0.7,1.0,1.2
2353,Bolonese sauce - k classic - 420,6,c,364.0,2.4,4.6,0.7,4.2,1.0
2354,"Smoothie, Detox Orane, with Mano, Acerola et Kurkuma - True Fruits - 25 cl",3,c,209.0,0.0,9.0,0.7,0.7,0.0
2355,Philadelphia erillte Paprika - 175 ,7,c,563.0,6.0,5.3,0.7,6.6,1.12
2356,Schafjohurt Himbeere - Alnatura - 125 ,4,c,451.0,3.4,12.0,0.7,3.7,0.1
2357,Schlemmer-Filet à la Bordelaise Knuspri Kross - ilo - 380 ,3,c,787.0,2.4,1.0,0.7,11.0,1.1
2358,ulaschsuppe - Unox - 382 ml,4,c,176.0,0.3,1.1,0.7,1.8,1.2
2359,Jus d’orane - Danone - 1 l,5,c,201.0,0.1,11.0,0.7,0.1,0.01
2360,"Cup a Soup, Tomaten Creme Mit Knusper-croutons - Knorr - 3 x 19 ",4,c,218.0,0.6,3.7,0.7,1.2,1.0
2361,Panna - Knorr - 153 ,4,c,400.0,1.5,0.8,0.7,3.0,0.73
2362,Philadelphia Jalapeño - 175 ,7,c,561.0,6.2,5.1,0.7,6.6,0.79
2363,Pfeffer Rahmsause - Mai,10,c,457.0,5.2,1.2,0.7,1.3,1.0
2364,Tamari stron - TerraSana - 250 ml,11,d,354.0,0.0,0.5,0.7,14.0,13.1
2365,Curry Sauce - Knorr - 250 ml,11,d,1046.0,2.0,2.0,0.7,0.6,1.8
2366,Barre protéines - Protein Bar - 45,12,d,1569.0,6.2,1.8,0.7,50.0,0.57
2367,Barbecue Sauce Full Flavor Smokey - Jack Daniel's - 260  e,18,d,720.0,0.0,37.0,0.7,0.6,1.9
2368,Caramelised Red Onion Chutney - Marks & Spencer - 330 ,11,d,1071.0,0.6,60.1,0.7,1.1,0.68
2369,Sahne-Ersatz Kokos Cuisine - Allos - 200ml,12,d,711.0,15.0,1.6,0.7,1.3,0.08
2370,Protein bar Vainilla - 45,12,d,1586.0,6.7,1.9,0.7,50.0,0.5
2371,Aromat - Knorr - 100,12,d,602.0,1.0,8.0,0.7,13.0,57.0
2372,Würzpaste für Teriyaki Style - Mai - 65 ,18,d,948.0,1.5,22.7,0.7,3.4,4.9
2373,Kartoffel mal anders Speck-Zwiebeln - Unox - 400 ml,11,d,880.0,2.5,1.5,0.7,2.5,1.7
2374,Salinis - Schar - 60,25,e,2021.0,9.9,2.0,0.7,0.9,2.5
2375,New York cheesecake - ü - 2 x 80 ,19,e,1460.0,12.5,21.2,0.7,4.0,0.43
2376,Pesto alla enovese - Villa usto - 190 ,21,e,1795.0,6.8,4.2,0.7,4.8,2.5
2377,smoothie triple pink - true fruits - 750 ml,12,e,222.0,0.0,10.7,0.7,0.5,0.1
2378,Bull's-eye barbecue sauce oriinal - 425 ,30,e,720.0,0.1,34.5,0.7,1.8,2.91
2379,Oreo Ice Cream Sticks - 440 ml 260 ,21,e,1409.0,13.8,28.1,0.7,2.7,0.3
2380,Lion 2 o - Nestlé - 33 ,21,e,1869.0,6.0,42.4,0.7,7.9,0.54
2381,Ananas Banane Kokos Smoothie - K-to o - 250ml,20,e,347.0,2.9,11.0,0.7,0.9,0.01
2382,Pâté de Campane au Porc Fermier préparé en Bretane - Reflets de France - 180 ,20,e,1431.0,11.0,0.5,0.7,13.0,1.5
2383,Chocolate rhapsody n. 6 Karam elle mit meersalz - Brinkers - 200 ,26,e,2456.0,9.0,52.0,0.7,4.4,0.3
2384,Pink Smoothie - true fruits - 250ml,16,e,222.0,0.0,10.7,0.7,0.5,0.0
2385,Hüttenschmaus Spahetti in Käse-Sahne-Sauce - Knorr,5,c,485.0,2.95,0.886,0.701,3.1,0.812
2386,Pirulo Watermelon Ice Crean - Nestle - 335,4,c,369.0,0.149,16.4,0.746,0.746,0.015
2387,Hexen Kerze -  - 40ml,14,d,762.0,9.25,14.5,0.75,3.5,0.1
2388,Passierte Tomaten - Mondo Italiano - 500,-2,a,131.0,0.1,5.4,0.8,1.3,0.6
2389,"Reis, Kochbeutel Spitzen-Lankorn-Reis - Uncle Ben's - 500",-1,a,657.0,0.1,0.5,0.8,3.3,0.01
2390,Reis 10 Min. Beutel Uncle Bens - Uncle Ben's - 1k,-1,a,666.0,0.0,0.2,0.8,3.3,0.0
2391,Sojadrink / Boisson au soja - BIO PRIMO - 1l,-2,a,155.0,0.3,0.5,0.8,3.5,0.05
2392,Bio-Timatenmark - Spar Natur pur - 200,-3,a,372.0,0.0,14.0,0.8,4.5,0.17
2393,"anze Tomaten eschält - Alnatura - 400 , Abtropfewicht 240 ",-5,a,91.0,0.1,4.0,0.8,1.0,0.08
2394,Tomatenmark - Alnatura - 200 ,-3,a,372.0,0.1,14.0,0.8,4.5,0.17
2395,RIZ LON RAIN - Uncle Ben's - 1000,-1,a,666.0,0.0,0.2,0.8,3.3,0.0
2396,Schlemmer-Filet Bunte Karotten in Johurt-Thymian Sauce - ilo - 380 ,-1,a,345.0,0.6,2.5,0.8,9.7,0.83
2397,Pineapple chunks in 100% pineapple juice - Dole - 567,-3,a,205.0,0.0,12.3,0.8,0.82,0.0
2398,Chopped peeled tomatoes - Miros Bio - 400,-5,a,126.0,0.0,4.5,0.8,1.5,0.16
2399,Pizza-Tomaten - k bio - 400,-5,a,105.0,0.0,3.3,0.8,1.3,0.08
2400,Riz Lon rain - Uncle Ben's - 2k,-1,a,657.0,0.0,0.2,0.8,3.3,0.0
2401,Tomatenmark - dmBio - 200 ,-3,a,372.0,0.0,14.0,0.8,4.5,0.18
2402,anze Tomaten eschält - dmBio - 400 ,-5,a,95.0,0.0,4.0,0.8,1.0,0.08
2403,Tomatenstücke - Del Monte - 400 ,-5,a,80.0,0.0,3.0,0.8,1.1,0.13
2404,Yohurt Soja - Provamel - 500  e,-2,a,180.0,0.4,0.0,0.8,4.0,0.18
2405,Kap-Seehecht Rosmarin & Olive - OceanTrader - 250 ,-2,a,350.0,0.24,0.88,0.8,16.9,0.569
2406,eschälte Tomaten - Villa usto - Nettoewicht 400  (Abtropfewicht 240),-1,a,86.0,0.1,3.0,0.8,1.1,0.01
2407,Pizza Tomaten stücki - K-Classic - 400 ,-5,a,103.0,0.0,3.3,0.8,1.3,0.08
2408,Buchweizen - Dovan - 1000,-1,a,1542.0,0.6,2.0,0.8,13.0,0.04
2409,"Oriinal oatmilk, oriinal - Planet Oat - 1.54l",0,b,159.0,0.17,1.67,0.8,0.83,0.125
2410,Oatly Haferdrink - 1l,0,b,247.0,0.3,4.0,0.8,1.0,0.1
2411,Hafer Calcium - Oatly - 1 l,0,b,191.0,0.2,4.1,0.8,1.0,0.09
2412,"Le Ravioli, Pur Bœuf - Panzani - 800 ",2,b,368.0,0.8,1.4,0.8,3.8,0.9
2413,Plain with Coconut - Alpro - 500  ℮,0,b,230.0,1.1,2.1,0.8,3.9,0.32
2414,etränk auf Haferbasis - oatly - 1l,0,b,23.0,0.3,4.1,0.8,1.0,0.1
2415,15 Fischstäbchen - ilo - 450 ,0,b,818.0,0.6,0.8,0.8,13.0,0.89
2416,26 Backfisch-Stäbchen XXL Pack - ilo - 728 ,1,b,960.0,0.9,0.7,0.8,11.0,1.0
2417,6 Riesen Fisch-Sticks - ilo - 360 ,0,b,841.0,0.6,0.6,0.8,12.0,0.89
2418,Lass-die-Sau-raus-Würstchen - The veetarian butcher - 160 ,1,b,632.0,0.6,1.2,0.8,15.0,1.3
2419,Oat - Oatly - 1 l,0,b,193.0,0.2,4.1,0.8,1.0,0.1
2420,Oatly Haferdrink Bio - 1 l,0,b,155.0,0.1,4.1,0.8,1.0,0.1
2421,Sweet and sour without added suar - Uncle Ben's - 395,1,b,118.0,0.0,2.0,0.8,0.4,0.42
2422,Qualité & Prix Fish Sticks - 450,0,b,795.0,0.8,0.0,0.8,13.0,0.83
2423,13 Backfisch-Stäbchen - ilo - 364 ,2,b,1034.0,0.9,0.7,0.8,11.0,1.0
2424,Kartoffel Püree - K-Classic - 339,1,b,276.0,0.6,1.4,0.8,2.0,0.53
2425,Zerup - Frankys Bakery - 425 ml,0,b,13.0,0.0,0.0,0.8,0.0,0.03
2426,Senfurken - Kühne - 215 ,2,b,163.0,0.1,7.8,0.8,0.5,1.4
2427,30 Fischstäbchen XXL-Pack - ilo - 900 ,1,b,818.0,0.6,0.8,0.8,13.0,1.0
2428,10 Fischstäbchen - ilo - 300 ,0,b,818.0,0.6,0.8,0.8,13.0,0.89
2429,5 Fischstäbchen - ilo - 150 ,0,b,818.0,0.6,0.8,0.8,13.0,0.89
2430,12 Fischstäbchen lutenfrei - ilo - 360 ,1,b,853.0,0.8,0.5,0.8,13.0,0.96
2431,12 Omea 3 Fischstäbchen - ilo - 360 ,0,b,812.0,0.7,0.8,0.8,13.0,0.89
2432,20 Fischstäbchen - ilo - 600 ,1,b,818.0,0.6,0.8,0.8,13.0,1.0
2433,ood Taste Lasana Verdi - Buon usto - 600,2,b,530.0,1.5,2.5,0.8,6.0,0.9
2434,Pavé de saumon à l'aneth et son riz - Casino - 300 ,0,b,503.0,0.8,0.0,0.8,6.6,0.89
2435,Hafer. Calcium. - Provamel - 1 l,0,b,197.0,0.5,3.8,0.8,0.3,0.09
2436,Fix wiener schnitzel (viennese cutlet) - Knorr - 100 ,2,b,943.0,1.3,1.4,0.8,23.0,1.1
2437,Bio Tomatensaft - Kaufland Bio (Eienmarke) - 1 l,-3,b,76.0,0.1,2.9,0.8,0.8,0.6
2438,»Schlesische« urkenhappen - Kühne - 670 ,1,b,213.0,0.1,11.0,0.8,0.6,1.0
2439,Senfurken - Kühne - 330 ,2,b,163.0,0.1,7.8,0.8,0.5,1.4
2440,Express Basmati & Jasmin-Reis - Uncle Ben's - 250 ,0,b,766.0,0.4,0.5,0.8,3.9,0.01
2441,Fix Hackfleisch Käse Suppe - Knorr - 58 ,1,b,296.0,1.3,1.8,0.8,5.9,0.72
2442,Reis Mandel unesüßt - Allos,2,b,339.0,0.4,5.5,0.8,1.0,0.08
2443,Extra rijkevulde tomaten soep - Unox,1,b,248.0,0.6,4.4,0.8,2.1,0.67
2444,Erdbeer-Fruchtaufstrich - Darbo Reform - 330 ,1,b,599.0,0.1,3.0,0.8,0.5,0.025
2445,Kartoffel-Püree - POTATO MASTER - (6 Alu-Beutel a 3 Portionen),1,b,268.0,0.5,1.2,0.8,1.9,0.55
2446,15 knuspri panierte Fischstäbchen - K-Classic - 450 ,0,b,799.0,0.9,0.9,0.8,12.0,0.75
2447,Spahetti Bolonese - Bebivita - 220 ,0,b,278.0,0.4,1.3,0.8,2.1,0.279
2448,Reis-Mandel Drink - Allos - 1 l,2,b,339.0,0.4,5.5,0.8,1.0,0.08
2449,Tomatensaft - Steinmeier - 200 ml,-3,b,69.0,0.01,2.9,0.8,0.8,0.635
2450,"eschälte Tomaten - K-Classic - Füllmene 800 , Abtropfewicht 480 ",1,b,95.0,0.0,3.0,0.8,1.1,0.3
2451,Vollkorn Rote und Schwarze Johannisbeere - Onken - 500 ,2,b,428.0,1.76,11.2,0.8,4.08,0.16
2452,"Tomatensaft - Steinmeier - 0,7 l",-4,b,69.0,0.01,2.9,0.8,0.8,0.25
2453,Erasco raupen-Topf - 800,4,c,150.0,0.2,0.7,0.8,1.5,0.95
2454,Spanish style with tomatoes & peppers - Uncle Ben’s - 250,4,c,335.0,0.0,1.2,0.8,1.6,1.095
2455,Saucy Noodles - Mai - 75,5,c,481.0,2.7,1.9,0.8,2.3,0.8
2456,Ravioli in Tomatensauce mit fleischhaltier Füllun - Mai - 800,3,c,372.0,0.6,1.9,0.8,3.3,0.91
2457,Hackbraten Fix - Knorr - 63 ,5,c,1000.0,5.5,1.5,0.8,16.0,0.9
2458,Zumo pura naranja con pulpa - Hacendado - 1L,4,c,184.0,0.0,9.3,0.8,0.7,0.0
2459,Sweet and sour extra veetables - Uncle Ben's - 400 ,3,c,303.0,0.0,13.2,0.8,0.4,0.42
2460,5 Min. Terrine Nudeln in Rahmsauce - Nestlé,3,c,439.0,2.0,1.6,0.8,3.8,0.9
2461,Uncle Ben's Süß-Sauer Extra Ananas - Uncle Bens - 400 ,4,c,311.0,0.0,13.8,0.8,0.3,0.42
2462,Nudelsalat - EXCELLENT Buffet - 400 ,8,c,782.0,1.1,7.2,0.8,2.9,1.2
2463,Lupinen Dessert Schokolade - Made with Luve - 150 ,5,c,485.0,3.3,12.9,0.8,3.2,0.16
2464,Erdbeer Konfitüre / Confiture de fraises bio - K-Bio,8,c,1038.0,0.1,60.0,0.8,0.5,0.01
2465,Corned beef hash - 397,6,c,674.0,4.24,0.42,0.8,7.2,1.028
2466,Ravioli with es - Hero - 430,5,c,353.0,0.7,2.8,0.8,3.6,1.5
2467,oldknusper-Filets Käse-Kräuter - ilo - 300 ,3,c,1111.0,2.0,1.9,0.8,13.0,1.1
2468,Tikka masala - Prinles - 180 ,8,c,610.0,2.6,3.2,0.8,4.5,1.6
2469,Schlemmer-Filet Sylter Art - ilo - 380 ,3,c,765.0,2.5,1.4,0.8,11.0,1.1
2470,Möhren-Inwer Cremesuppe - Ökoland - 385 ml / 400 ,5,c,210.0,1.3,2.7,0.8,0.8,1.0
2471,Hühnerfrikassee - FRoSTA - 500,4,c,619.0,2.9,1.1,0.8,6.2,0.99
2472,Sahne Soft-Puddin Schoko - K-Classic - 200,6,c,640.0,5.4,13.0,0.8,3.3,0.18
2473,Frosta wildlachs in kräuterrahm - 375 ,4,c,385.0,1.8,1.8,0.8,4.3,1.02
2474,Sandwich spread tomaat lente-ui - Heinz - 300,8,c,770.0,1.0,15.0,0.8,1.5,1.9
2475,Mai 5 Minuten Terrine Spahetti In Schinkensauce - 64 ,4,c,502.0,3.1,1.2,0.8,0.0,0.0
2476,Indische Süßkartoffelsuppe - Mai,3,c,155.0,0.4,1.9,0.8,0.7,0.79
2477,Smelk haferdrink - Kölln Drink - 1l,3,c,218.0,0.8,17.0,0.8,2.3,0.37
2478,Würstchen ulasch - Knorr - 32 ,14,d,789.0,5.2,2.1,0.8,7.4,1.6
2479,Brotaufstrich Tomate-Mozzarella - K-CLASSIC - 150 ,13,d,1004.0,4.3,6.9,0.8,5.3,1.4
2480,Eis-Sandwich Classic - Riva - 720ml (8x90ml),17,d,1119.0,13.7,19.7,0.8,2.4,0.1
